project_id,num_floors,floor_area_sqm,built_up_area_sqft,room_count,bathroom_count,foundation_excavation_m3,foundation_concrete_m3,total_concrete_m3,steel_kg_estimate,total_brickwork_m3,roof_area_sqm,floor_tile_sqm,wall_plaster_sqm,paint_sqm,electrical_points,total_plumbing_fixtures,total_labour_days,structural_complexity_score,foundation_days,structure_days,masonry_days,roofing_days,electrical_days,plumbing_days,plastering_days,finishing_days,painting_days,external_work_days,handover_days,total_duration_days
RP0591,2,363.72,3915.05,6,3,160.42,74.77,210.59,30297.99,170.19,403.95,563.69,2129.8,2152.57,54,15,2277,2.122,49,141,74,25,15,16,81,36,55,11,5,385
RP0592,2,205.23,2209.08,5,2,95.08,39.06,119.52,17089.27,94.9,229.98,325.59,1172.57,1149.06,45,11,1125,1.865,30,90,44,18,12,11,49,26,30,10,5,237
RP0593,1,222.77,2397.87,4,2,79.3,37.5,74.34,7971.14,43.2,255.23,178.24,556.12,473.39,33,9,699,1.379,26,54,23,20,11,10,24,19,16,10,3,145
RP0594,1,249.12,2681.5,3,2,82.06,36.67,82.41,9445.04,54.86,253.84,223.19,607.18,499.02,27,9,779,1.465,28,59,28,18,9,11,26,21,15,9,3,157
RP0595,2,234.34,2522.41,6,3,103.36,46.63,123.66,19183.35,122.43,283.23,350.66,1302.42,1331.39,47,13,1499,1.866,33,94,56,22,13,14,52,29,37,10,5,262
RP0596,1,321.23,3457.69,8,3,120.07,52.4,110.4,11067.95,77.41,387.75,290.91,1006.85,930.54,52,14,1070,1.606,36,66,40,25,15,16,39,30,27,11,5,205
RP0597,3,121.43,1307.06,5,5,69.36,31.25,99.26,15787.3,87.59,148.84,268.76,1039.68,1068.8,60,24,1167,2.14,30,88,43,14,17,23,43,26,31,8,4,229
RP0598,2,338.96,3648.53,6,3,144.47,68.61,199.29,30501.34,185.31,396.61,612.84,1926.22,1841.45,48,15,1967,2.043,48,138,81,26,15,15,74,40,51,11,5,375
RP0599,2,335.73,3613.76,8,4,149.29,69.52,194.59,30765.72,199.86,437.55,544.82,1972.39,1644.99,70,18,2084,2.057,46,137,86,30,18,20,75,42,45,13,6,371
RP0600,1,167.2,1799.72,6,4,63.06,26.74,58.27,5866.8,36.68,201.9,151.38,494.96,434.09,47,19,577,1.41,23,44,22,15,11,19,23,26,16,8,4,136
RP0601,3,357.03,3843.04,8,5,193.03,84.91,263.91,53072.36,315.32,409.19,854.22,2896.18,2866.92,68,22,3357,2.593,58,215,132,28,20,21,110,49,74,12,5,552
RP0602,1,281.7,3032.19,5,2,101.39,41.89,91.33,9582.63,68.39,315.16,211.68,777.28,671.34,38,10,941,1.53,32,62,34,22,12,12,31,24,21,12,4,179
RP0603,3,181.81,1956.98,6,5,95.11,44.83,142.18,27313.02,140.68,210.89,412.55,1615.23,1652.15,62,25,1644,2.33,34,125,62,18,19,22,64,30,43,11,4,314
RP0604,3,309.8,3334.66,8,4,180.44,71.46,231.85,49936.56,270.97,344.86,806.94,2890.5,2839.8,66,21,2731,2.581,51,196,114,25,20,20,108,48,73,11,5,513
RP0605,1,209.4,2253.96,5,2,76.03,33.02,76.12,7640.36,51.17,245.13,154.98,544.53,491.36,37,9,645,1.369,26,49,30,18,11,11,24,22,16,9,5,147
RP0606,3,89.89,967.57,5,3,41.84,21.64,72.01,13267.43,71.59,103.33,201.83,750.63,688.47,52,17,851,2.051,21,76,35,12,18,16,31,21,20,6,4,178
RP0607,2,94.55,1017.73,3,1,41.21,18.42,50.67,8212.82,41.98,109.29,156.74,462.96,464.1,28,6,602,1.623,20,55,24,12,10,7,23,16,14,7,3,134
RP0608,2,104.62,1126.12,4,3,50.22,20.62,57.39,9547.18,50.53,109.82,164.52,529.23,476.21,38,17,617,1.614,21,59,24,10,12,17,27,20,16,6,4,147
RP0609,1,314.22,3382.23,6,2,122.49,49.27,96.22,10760.14,77.86,354.22,246.55,971.94,839.36,46,10,934,1.567,34,63,39,23,14,11,37,25,25,11,5,194
RP0610,1,186.45,2006.93,4,2,59.2,29.75,67.2,7001.09,44.19,214.65,147.93,467.95,402.53,33,9,607,1.345,24,48,24,17,9,11,21,20,13,6,3,132
RP0611,2,273.75,2946.62,7,3,120.13,59.25,162.41,23526.23,155.79,337.01,499.81,1664.12,1371.95,54,14,1642,1.936,40,113,70,24,14,13,64,32,36,12,4,306
RP0612,2,111.5,1200.17,5,3,50.88,24.15,60.81,9278.12,50.78,129.36,165.1,607.93,525.09,53,18,786,1.827,22,59,29,12,15,17,27,20,18,6,4,153
RP0613,2,293.58,3160.07,8,3,130.77,58.46,165.45,22749.57,165.34,356.61,494.51,1622.27,1641.61,68,15,1714,1.992,40,111,75,26,17,16,63,37,45,11,5,318
RP0614,2,349.78,3765.0,8,4,147.73,68.05,191.95,29894.9,194.2,375.85,613.0,2014.06,1764.82,73,17,2029,2.08,45,137,85,26,20,17,77,42,44,12,4,369
RP0615,2,298.29,3210.76,6,4,122.71,61.93,166.42,25518.39,149.33,318.74,468.72,1742.49,1462.4,52,18,1934,1.947,41,115,64,22,15,18,68,35,42,12,5,318
RP0616,2,395.79,4260.24,6,3,180.44,72.37,212.06,34045.19,205.19,445.96,590.31,2315.77,2094.13,51,16,2418,2.08,52,150,89,32,15,15,88,38,55,15,4,411
RP0617,1,317.72,3419.91,7,3,114.42,52.61,113.28,11601.07,87.03,370.45,272.92,963.04,959.22,51,15,1057,1.53,34,71,46,25,15,16,39,28,28,10,5,212
RP0618,3,275.55,2965.99,7,4,141.88,66.86,234.56,41851.29,227.53,303.33,633.42,2618.24,2378.16,68,19,2422,2.448,46,177,96,22,17,17,99,41,61,12,4,454
RP0619,2,163.71,1762.16,5,3,68.75,33.11,95.64,12957.55,71.06,196.96,262.56,890.0,833.12,42,15,1013,1.715,26,76,35,16,12,15,39,24,23,8,3,194
RP0620,3,152.88,1645.59,6,3,79.62,35.72,119.62,21209.02,121.41,184.99,336.86,1342.7,1183.89,44,17,1372,2.172,30,105,57,17,14,15,54,24,32,10,3,263
RP0621,1,264.63,2848.45,8,2,89.37,42.36,91.21,8769.78,77.37,318.17,225.73,800.86,764.64,60,10,875,1.548,28,58,42,21,15,11,33,25,22,8,5,178
RP0622,2,95.23,1025.05,4,2,39.08,19.77,55.35,8071.42,42.64,106.12,158.31,514.82,524.34,38,12,585,1.654,20,55,24,13,13,12,23,22,17,7,4,141
RP0623,1,131.16,1411.79,5,2,45.14,22.89,43.63,4675.81,28.95,148.26,117.97,350.39,352.97,39,9,466,1.302,17,36,21,13,11,11,16,21,13,6,5,110
RP0624,1,114.36,1230.96,3,1,39.65,18.0,35.47,3939.59,25.99,128.05,87.48,291.34,239.97,22,6,346,1.267,17,34,19,13,7,8,17,17,11,6,4,102
RP0625,3,84.56,910.2,6,2,45.74,20.86,63.0,12847.76,69.02,87.71,226.06,779.76,790.21,53,13,750,2.188,22,72,35,9,18,12,35,28,25,8,5,188
RP0626,1,84.29,907.29,3,1,30.11,13.78,30.55,3011.02,17.32,97.05,71.04,210.34,184.62,24,6,302,1.213,15,32,14,9,8,7,12,14,9,5,3,87
RP0627,1,245.62,2643.83,4,2,91.47,38.0,76.85,8299.79,58.2,301.28,223.69,712.51,628.58,36,9,798,1.452,26,51,29,19,12,12,30,23,21,9,4,156
RP0628,1,124.69,1342.15,4,2,46.04,19.9,38.97,4599.22,26.24,149.21,91.54,322.8,298.58,34,11,377,1.261,19,35,16,13,10,12,15,16,11,4,4,100
RP0629,2,316.11,3402.58,7,3,132.5,63.14,173.75,28684.95,165.37,367.8,482.8,1824.37,1697.91,61,14,1848,1.913,42,127,72,26,17,15,70,33,46,12,5,342
RP0630,2,142.54,1534.29,5,2,59.12,30.34,86.27,11290.5,68.23,176.63,212.04,697.36,610.04,34,11,918,1.796,23,69,36,14,13,12,30,23,19,9,4,174
RP0631,3,330.24,3554.67,7,4,179.97,81.6,249.99,49167.96,249.47,371.55,863.67,2958.16,2753.86,68,19,3220,2.471,53,198,104,26,19,19,111,47,70,13,5,510
RP0632,3,232.14,2498.73,7,3,122.02,54.27,183.85,29473.99,189.96,263.92,567.54,1898.75,1818.42,65,17,2276,2.299,40,137,82,20,18,16,73,39,49,12,5,363
RP0633,2,237.96,2561.38,8,4,115.34,50.82,127.26,19084.98,130.31,285.66,351.55,1325.29,1090.43,70,20,1423,1.964,38,94,61,21,19,18,52,28,30,9,4,262
RP0634,1,264.49,2846.94,6,2,100.34,41.97,93.86,9057.55,66.65,323.98,208.0,791.67,701.98,40,10,901,1.554,30,60,36,22,12,11,32,23,21,8,4,175
RP0635,1,219.94,2367.41,6,3,75.58,32.67,75.62,8336.27,60.6,229.14,182.29,639.72,583.56,51,14,701,1.406,25,51,35,15,14,15,27,22,17,8,4,152
RP0636,1,118.04,1270.57,3,2,43.72,16.77,42.0,4096.43,21.22,124.7,100.99,300.15,288.32,25,9,398,1.268,16,35,14,11,9,10,16,19,11,8,4,102
RP0637,3,333.57,3590.51,8,5,165.93,77.25,264.24,49455.88,266.43,395.35,859.27,2846.19,2548.79,74,27,3026,2.574,52,206,112,28,20,22,105,48,66,13,5,513
RP0638,1,349.53,3762.31,6,3,121.49,57.25,120.64,11789.47,87.14,411.12,261.81,992.0,859.96,52,14,983,1.618,37,70,44,27,13,15,39,25,25,13,5,209
RP0639,1,123.92,1333.86,5,1,50.37,20.28,44.36,4327.31,29.37,148.17,109.5,347.93,355.42,35,5,390,1.378,18,37,21,11,10,6,18,21,12,8,5,115
RP0640,2,95.48,1027.74,2,2,45.9,18.98,50.67,8091.47,35.93,99.56,146.55,488.31,464.32,31,10,583,1.59,21,49,20,10,9,10,22,15,16,7,3,127
RP0641,3,182.89,1968.61,6,4,94.26,41.85,142.97,27655.86,148.49,216.85,443.13,1521.1,1256.57,64,19,1624,2.396,35,126,67,18,19,18,60,32,34,9,3,306
RP0642,1,353.38,3803.75,6,3,128.31,57.02,133.99,10741.46,90.2,386.73,273.03,986.75,891.91,45,12,1177,1.604,37,74,46,26,13,13,41,26,26,11,4,216
RP0643,1,129.17,1390.37,4,2,43.51,19.69,40.09,4265.01,31.65,157.71,116.59,344.7,298.34,38,10,409,1.288,17,34,20,13,11,10,19,19,12,6,3,106
RP0644,2,287.19,3091.28,6,3,132.16,60.28,178.43,24688.25,154.29,294.55,414.61,1554.97,1288.81,47,16,1863,2.01,43,116,67,24,15,16,60,29,33,10,4,303
RP0645,1,219.44,2362.03,8,2,80.15,36.15,73.84,8255.04,62.18,260.14,197.23,648.97,594.51,57,10,746,1.514,24,54,36,18,15,11,29,29,20,10,5,167
RP0646,3,252.42,2717.02,6,4,137.69,60.63,206.44,35367.98,191.86,287.28,617.35,2211.22,1969.63,55,18,2330,2.413,45,160,82,22,17,18,86,43,52,12,5,408
RP0647,3,323.91,3486.53,8,2,161.41,76.8,248.94,45375.53,272.06,345.97,750.82,2900.67,2955.98,57,12,2872,2.551,50,189,115,25,17,11,109,45,73,11,5,505
RP0648,3,113.0,1216.32,3,3,55.72,29.26,89.48,16924.59,70.06,127.42,302.41,941.25,870.86,49,18,976,2.148,24,87,33,14,16,16,40,26,27,7,4,209
RP0649,3,388.7,4183.93,8,4,212.47,93.54,309.63,53077.42,337.53,452.93,962.09,3349.73,3171.84,76,21,3408,2.526,63,218,138,31,21,20,124,56,81,15,5,587
RP0650,1,234.93,2528.76,7,2,76.01,33.79,75.41,8169.5,57.98,290.09,213.3,640.52,630.46,50,9,749,1.443,26,54,32,21,13,9,27,22,20,11,4,157
RP0651,1,134.16,1444.08,5,1,48.13,20.64,45.65,4498.4,31.15,136.39,99.47,385.88,397.32,36,5,484,1.414,17,42,22,11,8,8,19,17,13,6,4,114
RP0652,2,143.47,1544.3,5,3,63.47,27.1,82.37,11520.66,67.64,174.29,223.09,812.19,811.66,50,16,752,1.794,23,66,36,16,15,14,36,23,26,8,4,183
RP0653,2,236.82,2549.11,7,4,103.91,48.77,143.69,21106.43,126.08,290.29,350.61,1380.7,1146.84,52,19,1449,2.043,36,108,60,20,15,19,56,30,29,9,4,276
RP0654,3,222.86,2398.84,3,3,112.23,50.82,171.52,33434.8,140.35,260.48,571.71,1634.26,1392.41,42,16,1920,2.274,41,146,60,21,15,15,63,36,39,9,4,339
RP0655,3,312.56,3364.36,7,4,171.76,76.02,252.1,46218.26,231.13,339.07,687.71,2875.54,2613.91,64,20,2733,2.463,54,192,99,25,17,19,109,44,66,11,5,495
RP0656,1,100.37,1080.37,4,2,34.89,14.3,32.14,3056.78,24.71,110.89,88.89,273.02,279.01,33,10,329,1.214,15,27,20,11,11,10,13,17,9,6,4,90
RP0657,2,270.55,2912.17,6,2,123.12,54.05,147.14,25599.68,125.7,300.47,459.02,1615.35,1418.28,48,11,1790,1.966,39,114,58,19,14,12,63,31,38,12,5,302
RP0658,2,215.9,2323.93,5,1,97.93,43.51,117.06,19185.82,102.03,252.94,324.84,1119.25,986.94,38,7,1207,1.893,33,94,46,20,13,8,46,27,28,10,4,239
RP0659,3,351.55,3784.05,8,5,171.1,89.0,274.52,45191.17,308.86,445.29,907.71,3117.49,2999.58,85,26,3760,2.557,56,196,128,29,22,23,116,47,76,12,5,535
RP0660,1,345.13,3714.94,6,2,130.75,55.64,126.41,12139.9,83.73,412.63,312.94,1044.59,966.87,47,9,1040,1.537,37,70,44,27,13,12,40,30,30,11,6,217
RP0661,2,143.99,1549.89,6,3,62.92,27.38,78.96,12091.96,79.93,190.48,257.07,765.39,775.68,57,15,921,1.726,22,66,43,15,16,15,33,27,24,8,5,183
RP0662,1,182.83,1967.96,3,2,63.35,29.52,64.22,6417.12,40.63,227.18,162.11,487.21,453.46,28,9,577,1.358,21,44,23,15,11,11,24,21,15,7,2,129
RP0663,1,150.39,1618.78,3,2,55.36,25.61,48.63,4838.0,35.38,174.01,126.96,362.93,340.07,26,10,470,1.144,21,38,22,15,8,12,17,20,14,6,4,115
RP0664,3,187.86,2022.11,6,4,92.49,47.43,149.68,25206.05,149.31,204.39,487.18,1666.98,1391.98,52,21,1656,2.339,36,125,68,18,17,19,65,34,37,9,4,316
RP0665,2,322.42,3470.5,6,3,135.99,67.0,191.57,25790.23,164.76,378.39,547.07,1876.03,1844.98,52,14,2048,2.02,44,123,74,25,15,14,70,36,49,10,4,344
RP0666,3,158.37,1704.68,8,4,83.5,39.16,130.78,21096.38,141.44,179.18,344.13,1200.19,1101.02,72,22,1496,2.365,34,110,65,18,19,19,49,30,31,10,5,275
RP0667,1,166.27,1789.71,2,1,56.83,26.29,60.17,5793.45,31.23,217.39,131.75,429.77,428.03,19,6,495,1.251,20,42,17,17,9,7,20,17,17,8,4,118
RP0668,3,81.22,874.24,4,4,38.85,18.68,63.96,12539.21,48.57,108.02,191.26,662.37,680.45,40,20,768,2.141,22,74,26,11,14,19,31,21,21,8,4,173
RP0669,2,235.69,2536.94,6,3,97.39,46.38,119.03,20504.01,127.67,298.55,427.36,1380.68,1296.3,53,14,1465,1.893,33,94,57,22,16,14,57,28,35,11,4,264
RP0670,3,387.48,4170.8,8,4,217.0,89.03,303.06,51671.56,350.13,482.86,896.57,3153.1,2734.06,70,19,3889,2.643,61,216,145,31,19,20,117,52,71,15,4,567
RP0671,1,355.67,3828.4,8,3,138.08,56.55,126.15,13784.36,90.72,392.62,309.91,1064.23,1043.33,58,15,1157,1.674,38,76,46,25,16,15,44,32,30,13,5,229
RP0672,2,319.93,3443.69,7,3,146.36,59.97,187.27,26212.36,186.15,366.43,545.27,1678.1,1562.26,47,15,1935,2.084,42,127,81,25,15,14,64,36,40,13,4,335
RP0673,3,300.85,3238.32,7,3,163.13,68.64,217.2,48163.28,227.77,324.06,719.58,2814.26,2827.12,59,16,2621,2.432,49,193,98,23,18,14,107,45,74,13,5,498
RP0674,3,338.71,3645.84,7,3,190.6,77.81,248.17,50497.01,279.81,397.74,918.95,3134.42,2681.25,61,19,3213,2.501,58,203,116,27,18,18,117,53,69,13,4,534
RP0675,2,320.21,3446.71,6,3,137.29,64.06,171.22,26110.68,154.18,370.45,529.76,1731.31,1440.61,51,16,1960,2.092,43,123,69,26,15,14,68,33,40,13,4,328
RP0676,2,306.09,3294.72,4,4,138.68,62.53,182.43,25204.48,121.61,329.15,499.61,1638.23,1665.29,44,19,1794,2.017,43,121,52,23,14,19,63,30,45,12,4,315
RP0677,3,151.88,1634.82,6,4,79.11,36.37,120.86,21526.72,110.38,166.4,409.17,1414.51,1415.21,59,23,1607,2.217,30,110,54,13,19,20,56,30,37,9,4,277
RP0678,1,86.21,927.96,5,2,32.04,12.82,27.15,2939.45,21.67,100.45,64.26,227.74,208.75,35,10,307,1.248,13,32,19,11,11,11,16,14,10,6,4,92
RP0679,1,252.67,2719.71,6,2,96.81,41.47,89.45,9819.52,59.97,253.36,197.11,745.38,702.57,48,9,822,1.455,32,58,33,19,13,11,32,23,23,9,4,175
RP0680,2,156.39,1683.37,4,3,79.21,34.89,90.69,13546.51,71.34,190.69,256.78,771.63,756.22,39,15,938,1.747,29,76,37,16,12,15,31,26,23,10,4,192
RP0681,3,130.65,1406.3,6,4,65.38,29.03,100.99,17727.58,90.61,151.82,337.51,1163.53,1008.76,61,21,1124,2.36,26,93,45,13,19,20,49,30,30,8,5,238
RP0682,2,382.54,4117.62,7,4,174.79,78.54,228.96,28936.35,212.78,417.52,688.09,2341.8,2025.85,58,17,2478,2.046,50,140,95,28,17,16,87,43,53,14,5,402
RP0683,3,170.73,1837.72,6,3,91.66,39.21,129.98,27313.66,139.54,193.77,455.33,1444.63,1302.76,61,15,1561,2.238,34,124,64,17,19,15,58,36,38,9,5,307
RP0684,3,115.25,1240.54,7,3,64.67,25.53,80.78,16770.68,91.84,135.38,293.08,981.97,958.05,63,18,1007,2.176,26,90,44,13,17,16,42,28,26,7,4,222
RP0685,3,194.75,2096.27,7,3,105.56,46.76,150.73,27513.27,156.02,223.23,439.12,1745.95,1648.93,65,16,2061,2.372,36,133,70,18,18,18,69,33,44,10,5,337
RP0686,3,368.3,3964.34,8,3,190.68,86.19,300.35,49392.8,261.65,411.54,869.73,3021.1,2793.23,69,17,3427,2.674,60,208,109,29,20,17,111,51,73,14,5,535
RP0687,2,370.86,3991.9,7,2,160.82,72.35,198.05,28723.12,218.85,435.89,543.49,2304.92,2257.12,52,11,1962,2.129,47,133,94,31,15,12,89,36,57,11,5,396
RP0688,1,157.67,1697.14,5,3,59.61,23.84,52.35,5972.14,37.28,193.27,130.28,425.99,431.09,41,12,491,1.312,20,41,24,16,12,12,20,21,16,8,5,124
RP0689,1,253.78,2731.66,6,2,96.33,39.54,86.84,8725.45,56.25,283.58,216.17,663.06,674.94,42,10,761,1.446,30,56,32,19,12,13,28,27,20,9,5,169
RP0690,2,252.65,2719.5,7,3,117.94,47.39,133.05,21514.82,145.94,305.87,430.1,1518.75,1386.54,54,16,1724,2.019,37,103,65,21,15,16,59,34,37,10,6,290
RP0691,3,182.8,1967.64,6,3,97.66,38.5,134.98,26865.7,134.49,215.36,486.25,1480.17,1240.49,58,15,1711,2.295,32,123,61,17,17,14,60,30,34,8,3,296
RP0692,2,278.16,2994.09,6,3,109.38,55.16,149.47,24114.32,137.94,322.13,440.1,1473.34,1258.06,51,15,1509,1.912,36,110,64,25,15,14,58,29,33,10,4,286
RP0693,3,268.22,2887.09,6,4,140.52,57.19,211.6,37806.61,216.45,293.98,711.39,2524.81,2562.26,62,23,2675,2.4,43,165,91,22,18,19,96,44,65,11,5,439
RP0694,1,299.2,3220.56,6,3,104.13,47.73,99.82,10778.6,75.67,353.42,217.8,804.13,683.08,40,15,1017,1.55,31,66,40,24,11,14,32,21,19,12,3,182
RP0695,1,366.99,3950.24,7,3,142.17,61.5,124.71,12912.12,95.18,448.93,287.94,959.49,922.66,55,15,1256,1.669,43,77,48,28,14,15,38,26,27,11,5,225
RP0696,2,97.45,1048.94,3,2,44.13,19.43,52.26,7264.35,43.19,107.82,173.1,498.77,428.6,31,10,623,1.65,19,52,23,10,10,9,25,18,14,7,3,134
RP0697,2,288.74,3107.97,6,4,128.33,61.69,175.9,22245.15,143.58,358.39,475.53,1626.22,1369.36,57,17,1605,1.941,40,114,65,25,17,18,63,34,37,12,4,306
RP0698,2,313.98,3379.65,8,3,141.64,61.73,179.52,25805.59,189.17,391.34,552.12,1750.92,1659.38,67,15,1874,2.086,41,123,85,27,19,16,67,40,46,11,5,343
RP0699,1,199.23,2144.49,5,2,73.21,31.81,60.91,7668.65,46.76,251.75,152.67,555.36,565.26,34,9,608,1.445,23,48,27,19,9,8,25,20,18,6,5,141
RP0700,3,248.63,2676.23,7,4,121.65,58.32,185.37,35953.21,199.82,255.77,649.04,2247.76,2048.45,63,21,2352,2.399,42,154,85,20,18,18,86,42,53,10,4,401
RP0701,2,354.7,3817.96,7,3,152.44,68.47,210.27,27562.45,169.99,419.86,533.78,2122.12,2023.27,56,14,2079,1.984,45,133,73,28,16,14,81,34,52,14,4,367
RP0702,2,190.88,2054.61,5,3,85.15,37.37,106.6,17506.62,97.39,197.57,309.73,1061.27,1016.35,43,14,1219,1.891,30,87,45,17,13,14,42,26,30,7,4,227
RP0703,3,326.31,3512.37,8,4,165.16,76.08,268.94,48039.66,268.14,367.32,865.7,3039.01,2696.83,57,21,2917,2.503,53,195,115,27,17,19,114,50,69,11,6,518
RP0704,1,275.13,2961.47,6,2,103.45,39.43,87.39,9366.76,68.66,311.23,211.44,752.08,677.33,46,11,904,1.483,31,59,36,21,12,10,32,26,21,11,5,179
RP0705,1,85.77,923.22,4,1,30.77,13.2,28.22,2718.86,19.68,108.05,74.76,222.46,214.61,27,5,303,1.13,16,26,15,10,9,7,13,15,8,6,3,84
RP0706,3,303.51,3266.95,6,3,166.76,72.63,237.97,44555.87,200.14,333.97,794.35,2546.54,2124.65,54,16,2736,2.468,50,185,86,25,18,15,97,43,55,10,4,453
RP0707,3,239.47,2577.63,7,4,115.59,59.69,189.09,36450.44,188.23,306.78,554.18,2120.27,1837.28,63,19,2328,2.422,43,158,79,22,18,18,83,34,50,10,4,393
RP0708,2,179.77,1935.03,6,3,81.48,34.1,94.88,15014.72,86.15,191.93,297.09,972.72,912.97,48,16,1074,1.893,28,79,43,15,14,15,38,25,26,9,4,208
RP0709,1,157.69,1697.36,3,1,57.71,24.49,50.21,4989.8,32.36,186.74,143.79,391.1,395.4,24,5,539,1.256,22,42,18,14,8,7,20,16,13,7,3,117
RP0710,2,274.11,2950.49,7,3,122.56,56.78,160.36,23057.82,144.3,307.16,484.64,1638.71,1636.22,60,15,1783,2.018,40,111,66,23,15,16,66,36,45,11,5,316
RP0711,2,302.56,3256.73,6,2,138.37,57.89,164.93,25252.37,143.23,327.86,487.17,1754.12,1642.78,50,11,1847,1.936,41,120,65,24,14,12,70,32,44,10,4,326
RP0712,3,310.63,3343.59,7,4,165.31,77.58,251.69,45281.82,258.32,331.64,834.15,2471.98,2320.9,70,20,2821,2.475,52,190,108,24,19,19,94,44,60,12,5,475
RP0713,1,332.02,3573.83,6,3,127.3,57.03,118.5,12483.85,91.82,354.14,302.74,989.47,963.38,39,12,1105,1.474,36,68,45,24,10,13,40,29,28,12,6,213
RP0714,2,130.47,1404.37,3,2,57.22,26.89,82.03,9832.99,54.65,153.94,239.15,697.15,585.19,36,11,770,1.603,26,61,29,11,11,12,30,21,18,5,4,162
RP0715,1,319.13,3435.08,6,3,115.69,51.16,104.77,11205.91,83.97,384.22,288.76,931.87,874.75,43,13,1099,1.581,33,69,43,26,12,14,37,27,24,9,5,201
RP0716,1,281.75,3032.73,6,2,99.56,45.29,95.06,9416.19,73.04,342.07,218.94,790.55,796.25,48,9,936,1.411,30,57,39,23,12,12,31,27,23,10,5,177
RP0717,1,200.58,2159.02,6,2,73.24,31.69,61.63,6575.75,48.31,252.03,160.22,581.01,490.19,41,10,620,1.421,24,46,28,19,12,11,27,23,18,8,4,143
RP0718,2,299.61,3224.97,7,4,131.2,61.14,169.85,24908.22,161.6,366.37,506.66,1672.6,1528.38,53,21,1991,2.073,42,115,71,26,15,19,65,36,40,12,5,319
RP0719,2,262.96,2830.48,6,4,124.89,47.67,145.6,21561.35,125.7,332.24,429.05,1541.6,1327.99,50,18,1562,1.854,37,106,58,22,15,17,59,30,37,11,5,286
RP0720,2,352.33,3792.44,8,2,155.34,71.39,182.08,27717.79,190.22,374.45,632.2,2132.78,2094.96,60,10,2325,2.064,49,129,85,24,16,11,83,39,55,13,5,382
RP0721,3,226.88,2442.11,7,3,127.05,52.77,158.92,34227.76,184.2,276.47,517.93,1894.01,1694.76,65,14,2130,2.38,42,146,82,19,20,15,75,35,44,12,4,368
RP0722,1,325.47,3503.33,7,3,118.74,49.33,111.73,11885.31,76.57,348.73,249.35,917.09,833.24,53,13,1027,1.607,35,73,38,21,13,13,37,26,25,10,5,205
RP0723,2,151.0,1625.35,5,3,65.06,30.93,87.85,13361.08,65.03,156.37,275.09,860.68,779.44,42,16,997,1.769,27,75,34,15,13,15,35,24,23,8,4,191
RP0724,2,375.55,4042.38,8,4,167.67,70.46,196.28,31431.0,213.65,427.6,675.88,2415.55,2220.23,63,18,2345,2.087,49,140,93,28,16,20,90,41,56,13,5,405
RP0725,1,99.84,1074.67,4,2,34.34,16.05,34.84,3456.88,23.16,113.05,76.13,259.66,258.23,33,9,334,1.137,14,33,18,9,10,11,13,18,12,6,4,95
RP0726,2,149.36,1607.7,6,4,64.95,28.24,85.44,12450.74,77.44,176.44,267.2,890.42,879.88,49,16,908,1.788,25,70,39,16,15,16,39,27,25,8,5,194
RP0727,1,220.38,2372.15,6,3,86.68,38.91,85.38,7870.96,54.84,262.52,159.75,625.03,542.41,44,14,734,1.384,28,55,33,18,12,14,28,25,20,6,5,163
RP0728,1,301.22,3242.3,6,1,103.82,52.24,108.46,10039.51,66.56,371.06,271.31,878.18,748.28,44,6,880,1.444,36,65,34,23,12,6,35,26,22,12,5,193
RP0729,2,391.24,4211.27,8,4,180.93,74.97,216.05,30572.98,216.1,487.75,635.5,2294.12,2111.47,63,19,2392,2.15,53,142,93,31,15,19,87,42,56,13,5,409
RP0730,1,375.3,4039.69,7,2,128.12,59.66,133.09,13298.36,97.67,472.56,284.93,1106.33,915.79,48,10,1098,1.617,39,77,47,31,12,9,43,26,27,11,5,226
RP0731,3,139.61,1502.75,5,4,63.83,33.98,97.35,19847.25,107.12,154.07,349.12,1122.21,1068.34,50,19,1295,2.192,27,96,49,14,15,18,47,28,29,9,4,240
RP0732,3,390.88,4207.39,8,3,198.73,93.47,301.66,52356.51,350.94,416.25,848.84,3676.97,3309.14,75,20,3496,2.583,59,213,146,28,21,19,135,45,85,14,4,592
RP0733,1,282.54,3041.23,7,3,111.41,48.36,100.87,11536.07,73.48,302.88,257.49,811.98,697.36,61,14,900,1.56,34,64,40,22,15,16,35,27,22,9,5,192
RP0734,2,183.86,1979.05,5,3,83.7,38.65,104.8,12944.83,86.91,215.7,298.28,888.14,900.61,48,14,1238,1.774,30,78,43,17,15,16,35,28,27,8,5,209
RP0735,2,118.02,1270.36,6,4,49.42,22.75,69.55,9338.38,56.13,155.69,209.25,661.5,600.62,48,20,723,1.682,20,61,30,15,15,18,30,24,18,8,3,158
RP0736,2,348.61,3752.4,7,3,148.5,73.05,201.32,29956.15,181.3,443.25,603.95,1978.22,1754.29,53,16,2188,2.12,45,138,81,30,17,14,76,38,48,13,5,370
RP0737,3,371.99,4004.06,8,4,209.07,94.97,273.71,54808.39,309.16,426.83,998.28,3485.54,3033.98,65,21,3421,2.53,63,219,130,30,18,18,130,54,77,12,5,585
RP0738,3,295.98,3185.9,8,3,160.25,72.82,224.74,43360.09,236.01,376.7,807.37,2499.83,2525.72,64,16,2568,2.426,50,179,104,27,17,14,95,45,66,12,4,467
